t ,hm, hest, vest, Nest, dest, actualwished
77.0805, 0.677, 0.72835, 0.00372161, 0.0695062, -0.00247795, -0.0147088, -0.0570257
77.1095, 0.709, 0.693751, -0.233391, 0.0933038, 0.015948, -0.00852187, -0.226974
77.1296, 0.717, 0.694827, -0.211769, 0.08943, 0.0129127, -0.00852187, -0.204028
77.1442, 0.696, 0.697864, -0.180819, 0.0851664, 0.00964616, -0.00852187, -0.17686
77.171, 0.674, 0.692089, -0.202847, 0.0858571, 0.0101447, -0.00852187, -0.186156
77.1925, 0.706, 0.681069, -0.262011, 0.0907471, 0.0138105, -0.00852187, -0.22413
77.2206, 0.691, 0.68453, -0.221969, 0.085337, 0.00966093, -0.00996754, -0.18957
77.2498, 0.71, 0.680349, -0.21228, 0.0817404, 0.0069562, -0.00996754, -0.171824
77.2693, 0.711, 0.687132, -0.147493, 0.0739945, 0.00115475, -0.00996754, -0.120433
77.2883, 0.7, 0.692463, -0.0975172, 0.0682642, -0.00305277, -0.00996754, -0.0819776
77.3201, 0.709, 0.693296, -0.0798587, 0.0661528, -0.00446254, -0.00965754, -0.0683678
77.3313, 0.671, 0.69832, -0.0320274, 0.0609883, -0.00811257, -0.00965754, -0.0331886
77.3508, 0.708, 0.686948, -0.0997966, 0.0681444, -0.00243294, -0.00965754, -0.0838708
77.3691, 0.684, 0.692327, -0.0514073, 0.0628745, -0.00624495, -0.00965754, -0.0479219
77.3909, 0.657, 0.68776, -0.0711289, 0.0649441, -0.00441993, -0.00965754, -0.0630748
77.4091, 0.685, 0.675984, -0.140491, 0.0720624, 0.00114457, -0.00760223, -0.113937
77.4309, 0.681, 0.67663, -0.118533, 0.0693021, -0.000831847, -0.00760223, -0.0963591
77.4691, 0.694, 0.676232, -0.113011, 0.0685717, -0.00131298, -0.00760223, -0.0919404
77.484, 0.708, 0.685565, -0.0189554, 0.0582959, -0.00878536, -0.00760223, -0.0221279
77.5108, 0.72, 0.696443, 0.0666827, 0.0498492, -0.0148272, -0.00760223, 0.0377068
77.53, 0.713, 0.703483, 0.116442, 0.0452373, -0.0180745, 0.026, 0.0712316
77.551, 0.717, 0.711239, 0.168192, 0.0421393, -0.0205695, 0.026, 0.0987751
77.5685, 0.734, 0.716065, 0.196091, 0.0409032, -0.0215738, 0.026, 0.111757
77.5908, 0.684, 0.728111, 0.268189, 0.0356439, -0.0256184, 0.026, 0.154606
77.6215, 0.722, 0.721884, 0.217955, 0.0421088, -0.0207424, 0.026, 0.112398
77.6326, 0.708, 0.728438, 0.244239, 0.0422196, -0.0207769, 0.026, 0.119257
77.652, 0.733, 0.725591, 0.209047, 0.0477912, -0.0166515, 0.026, 0.0853045
77.6704, 0.744, 0.730819, 0.233384, 0.0464598, -0.0177621, 0.026, 0.098065
77.6908, 0.818, 0.742345, 0.290944, 0.042479, -0.0209152, 0.026, 0.131786
77.7111, 0.677, 0.779232, 0.516904, 0.0210531, -0.0371682, 0.026, 0.288489
77.7401, 0.708, 0.757798, 0.34267, 0.0414729, -0.0216289, 0.026, 0.151212
77.7544, 0.733, 0.744075, 0.21695, 0.0567652, -0.0101634, 0.026, 0.0501476
77.791, 0.836, 0.744406, 0.175167, 0.0633326, -0.00568971, 0.026, 0.0112733
77.8119, 0.742, 0.784256, 0.423519, 0.0383267, -0.0248833, 0.026, 0.190287
77.8319, 0.732, 0.776815, 0.336017, 0.0495184, -0.0164536, 0.026, 0.117858
77.843, 0.755, 0.771568, 0.283507, 0.0557413, -0.0118314, 0.026, 0.0765533
77.882, 0.784, 0.770421, 0.215978, 0.065049, -0.00523259, 0.026, 0.0190095
77.8947, 0.857, 0.775195, 0.234589, 0.063439, -0.00660625, 0.026, 0.0317439
77.922, 0.777, 0.82827, 0.551395, 0.0316374, -0.0310447, 0.026, 0.260183
77.9405, 0.743, 0.822147, 0.473163, 0.0415851, -0.0234809, 0.026, 0.195743
77.9517, 0.8, 0.807807, 0.343698, 0.0563819, -0.0123402, 0.026, 0.0959472
77.9818, 0.816, 0.813928, 0.32529, 0.0600287, -0.00990896, 0.026, 0.0767967
78.002, 0.838, 0.821231, 0.336288, 0.0598008, -0.0103244, 0.026, 0.082143
78.0218, 0.785, 0.834249, 0.384857, 0.05568, -0.0136705, 0.026, 0.114951
78.042, 0.768, 0.823371, 0.267724, 0.0689868, -0.00381382, 0.026, 0.0256629
78.0529, 0.792, 0.815482, 0.195706, 0.0766709, 0.00181524, 0.0256629, -0.0271573
78.0824, 0.773, 0.810498, 0.129633, 0.0835059, 0.00655516, 0.0256629, -0.0738625
78.1019, 0.805, 0.79338, -0.0273563, 0.0991959, 0.0176756, 0.0256629, -0.183754
78.1221, 0.819, 0.797222, -0.0184325, 0.0969791, 0.015347, 0.0256629, -0.17007
78.1499, 0.793, 0.801266, 0.000315936, 0.0944255, 0.0131005, 0.0256629, -0.152964
78.161, 0.778, 0.796946, -0.0533343, 0.0985451, 0.0153969, -0.0151012, -0.183891
78.2197, 0.685, 0.771996, -0.262079, 0.113822, 0.0269133, -0.0151012, -0.305733
78.2577, 0.803, 0.754667, -0.377249, 0.124432, 0.0348395, -0.0151012, -0.38372
78.2782, 0.773, 0.777103, -0.197574, 0.0983459, 0.0145256, -0.0157679, -0.218437
78.2931, 0.803, 0.7713, -0.230012, 0.0994673, 0.0153918, -0.0157679, -0.232057
78.3205, 0.785, 0.778123, -0.174408, 0.0916626, 0.0095067, -0.0157679, -0.182367
78.3344, 0.791, 0.777105, -0.172357, 0.0894479, 0.00794272, -0.0157679, -0.172055
78.3609, 0.829, 0.779477, -0.144275, 0.0843652, 0.00426313, -0.0157679, -0.142101
78.3801, 0.781, 0.790553, -0.0631539, 0.0749949, -0.00268698, -0.0175751, -0.0787532
78.401, 0.768, 0.784234, -0.100665, 0.0777569, -0.000205155, -0.0175751, -0.101535
78.421, 0.764, 0.776113, -0.148412, 0.0816971, 0.00303658, -0.0175751, -0.132268
78.442, 0.791, 0.768177, -0.190523, 0.0847716, 0.00558806, -0.0175751, -0.157696
78.461, 0.767, 0.772725, -0.145831, 0.078807, 0.00125814, -0.0175751, -0.119555
78.4868, 0.766, 0.768911, -0.162171, 0.0797019, 0.00211861, -0.0134418, -0.128309
78.4978, 0.771, 0.764391, -0.177973, 0.0802692, 0.00272475, -0.0134418, -0.135587
78.521, 0.799, 0.763101, -0.167424, 0.0778941, 0.00112765, -0.0134418, -0.122815
78.541, 0.804, 0.773271, -0.0824388, 0.0681486, -0.00604181, -0.0134418, -0.057156
78.569, 0.777, 0.778366, -0.0421844, 0.0637735, -0.00919302, -0.0134418, -0.0271656
78.5919, 0.769, 0.775604, -0.0431461, 0.0635891, -0.00863755, -0.0140674, -0.0278408
78.61, 0.798, 0.773107, -0.0533741, 0.0645542, -0.00765392, -0.0140674, -0.0353487
78.6401, 0.795, 0.778685, -0.00909398, 0.0598388, -0.0109928, -0.0140674, -0.00286692
78.6619, 0.789, 0.791159, 0.0898014, 0.0497557, -0.0178122, -0.0140674, 0.0673187
78.693, 0.755, 0.792002, 0.0957952, 0.0496996, -0.0174418, 0.026, 0.0686716
78.7079, 0.789, 0.774681, -0.0221285, 0.0640589, -0.00679053, 0.026, -0.0270763
78.7309, 0.815, 0.780388, 0.0232018, 0.060132, -0.0100881, 0.026, 0.00258889
78.7582, 0.775, 0.79063, 0.0943381, 0.0534207, -0.0153353, 0.026, 0.0516154
78.7682, 0.746, 0.786184, 0.0611732, 0.0582556, -0.011865, 0.026, 0.0212417
78.7861, 0.786, 0.773788, -0.0241319, 0.0679856, -0.00471155, 0.026, -0.0449097
78.8196, 0.771, 0.775877, -0.00824359, 0.0665609, -0.0059497, -0.014644, -0.0342237
78.8401, 0.743, 0.771952, -0.0304274, 0.068286, -0.00403881, -0.014644, -0.0485348
78.8609, 0.797, 0.757257, -0.124759, 0.0775937, 0.00334552, -0.014644, -0.115793
78.8809, 0.801, 0.769745, -0.0296585, 0.0668358, -0.00460309, -0.014644, -0.0427133
78.9005, 0.786, 0.778093, 0.0305628, 0.0603694, -0.00926666, -0.0156333, 0.0019609
78.922, 0.832, 0.782794, 0.0639225, 0.0569758, -0.011336, -0.0156333, 0.0254857
78.941, 0.759, 0.801552, 0.189971, 0.0441301, -0.0206458, -0.0156333, 0.116176
78.97, 0.847, 0.792339, 0.120498, 0.05207, -0.0142413, -0.0156333, 0.0618599
78.9896, 0.793, 0.832545, 0.383412, 0.0257236, -0.0333377, -0.0156333, 0.249221
79.0051, 0.798, 0.827414, 0.332302, 0.0324559, -0.0277329, 0.026, 0.205307
79.0401, 0.888, 0.824081, 0.294186, 0.0382776, -0.0233196, 0.026, 0.169352
79.059, 0.853, 0.877053, 0.618513, 0.00844451, -0.0459066, 0.026, 0.389995
79.0762, 0.83, 0.880088, 0.59944, 0.0139361, -0.0414858, 0.026, 0.360917
79.101, 0.833, 0.870738, 0.476155, 0.031516, -0.027901, 0.026, 0.250442
79.1121, 0.801, 0.868307, 0.439326, 0.0366657, -0.0239996, 0.026, 0.21807
79.1508, 0.798, 0.835423, 0.141535, 0.0721028, 0.00268555, 0.026, -0.0179093
79.169, 0.983, 0.827623, 0.0738189, 0.0793589, 0.00786231, 0.026, -0.067663
79.1842, 0.854, 0.886058, 0.452769, 0.0399526, -0.0223756, 0.026, 0.210723
79.2137, 0.843, 0.881587, 0.360755, 0.0525945, -0.0129153, 0.026, 0.131352
79.2248, 0.851, 0.877915, 0.316916, 0.0578454, -0.00905124, 0.026, 0.096807
79.252, 0.852, 0.872552, 0.230589, 0.0683664, -0.00147106, 0.026, 0.0285313
79.2798, 0.913, 0.867981, 0.154569, 0.0770188, 0.00451945, 0.026, -0.0285162
79.3106, 0.819, 0.89887, 0.32302, 0.0595917, -0.00934231, 0.026, 0.0964052
79.3291, 0.834, 0.888279, 0.234534, 0.0692188, -0.00218917, 0.026, 0.0303536
79.3391, 0.837, 0.873805, 0.10718, 0.0828553, 0.00777269, 0.026, -0.063362
79.3861, 0.827, 0.846301, -0.135239, 0.107304, 0.0250297, 0.026, -0.23423
79.4062, 0.862, 0.837104, -0.204607, 0.112958, 0.0285867, 0.026, -0.276871
79.4246, 0.837, 0.842452, -0.170538, 0.107396, 0.0235565, 0.026, -0.241738
79.4664, 0.85, 0.839655, -0.191001, 0.108642, 0.0241143, -0.0181526, -0.252222
79.49, 0.769, 0.83984, -0.192193, 0.102574, 0.0193267, -0.0181526, -0.224301
79.5028, 0.915, 0.810909, -0.385112, 0.120374, 0.0327438, -0.0181526, -0.35516
79.5309, 0.806, 0.859471, -0.0297054, 0.0783521, 0.00069001, -0.0243131, -0.0722803
79.5447, 0.845, 0.845175, -0.128208, 0.0877883, 0.00805727, -0.0243131, -0.140844
79.5711, 0.88, 0.841722, -0.145689, 0.0874222, 0.00810312, -0.0243131, -0.144101
79.5904, 0.867, 0.849836, -0.0857403, 0.0800476, 0.00270976, -0.0243131, -0.0953137
79.6109, 0.908, 0.855992, -0.0389056, 0.0736008, -0.00173371, -0.0243131, -0.0543714
79.6329, 0.842, 0.877947, 0.112111, 0.0569227, -0.0138625, -0.023721, 0.0600991
79.6623, 0.823, 0.8623, -0.00375142, 0.0690621, -0.0039158, -0.023721, -0.0255722
79.6892, 0.812, 0.841009, -0.147504, 0.0831625, 0.00732246, -0.023721, -0.127483
79.7197, 0.845, 0.819936, -0.274732, 0.0943303, 0.0161266, -0.023721, -0.211987
79.7386, 0.855, 0.821789, -0.252885, 0.0911464, 0.0137774, -0.0187403, -0.19216
79.7565, 0.881, 0.832092, -0.15684, 0.078859, 0.00460727, -0.0187403, -0.112253
79.7698, 0.861, 0.842045, -0.0801146, 0.0702449, -0.00175512, -0.0187403, -0.0536221
79.7805, 0.873, 0.845099, -0.0540441, 0.0672517, -0.00384376, -0.0187403, -0.0335912
79.7994, 0.867, 0.853948, 0.0136384, 0.0598959, -0.00907567, -0.0187403, 0.0168285
79.8161, 0.861, 0.857795, 0.0427232, 0.0569215, -0.0110094, -0.0187403, 0.0374724
79.8443, 0.863, 0.860798, 0.0662158, 0.054819, -0.0119425, 0.026, 0.0523404
79.8798, 0.894, 0.864717, 0.0935036, 0.0542691, -0.0127434, 0.026, 0.0621398
79.8954, 0.866, 0.874839, 0.159784, 0.0483927, -0.0173354, 0.026, 0.106202
79.9199, 0.87, 0.874684, 0.149808, 0.0512436, -0.0153319, 0.026, 0.0909948
79.9433, 0.831, 0.87625, 0.149663, 0.0530947, -0.0141398, 0.026, 0.0829962
79.9533, 0.858, 0.870075, 0.1036, 0.0584629, -0.0101669, 0.026, 0.0468418
80.009, 1.016, 0.863326, 0.0386681, 0.0680319, -0.00359539, 0.026, -0.0123613
80.0733, 0.806, 1.02187, 1.09951, -0.0407129, -0.0865861, -0.0123613, 0.758128
80.0892, 0.853, 0.948232, 0.508347, 0.0277554, -0.0330602, -0.0123613, 0.294489
80.1198, 0.666, 0.904689, 0.14425, 0.0689173, -0.000834599, -0.0123613, 0.0139573
80.1491, 1.022, 0.82848, -0.388906, 0.124029, 0.0409336, -0.0123613, -0.374324
80.1642, 0.85, 0.896211, 0.0857516, 0.0713325, 0.000714311, -0.0343268, -0.0116589
80.1889, 0.926, 0.87588, -0.0690287, 0.0863139, 0.0126778, -0.0343268, -0.119899
80.2164, 0.806, 0.904347, 0.119867, 0.0640224, -0.00361485, -0.0343268, 0.0301349
80.2387, 0.889, 0.873422, -0.101052, 0.0865865, 0.0139254, -0.0343268, -0.129794
80.2627, 0.821, 0.87892, -0.0613302, 0.0801119, 0.00947843, -0.0221529, -0.0904541
80.2796, 0.919, 0.859561, -0.191813, 0.0927829, 0.019202, -0.0221529, -0.181996
80.3105, 0.878, 0.888362, 0.0184525, 0.068265, 0.000767021, -0.0221529, -0.0164724
80.3271, 0.862, 0.885421, -0.00317071, 0.0701923, 0.0024899, -0.0221529, -0.0310301
80.3598, 0.882, 0.870963, -0.101789, 0.079643, 0.0101051, -0.0200226, -0.0999598
80.3905, 0.819, 0.874249, -0.0694818, 0.0748147, 0.00669245, -0.0200226, -0.0701174
80.4194, 0.855, 0.842292, -0.278155, 0.0954893, 0.0225853, -0.0200226, -0.218661
80.4499, 0.841, 0.841121, -0.256347, 0.0904605, 0.0187314, -0.0200226, -0.190914
80.4888, 0.84, 0.838294, -0.264543, 0.0904639, 0.0187446, -0.0184452, -0.193376
80.5157, 0.892, 0.827196, -0.289241, 0.0893986, 0.0179298, -0.0184452, -0.196378
80.5398, 0.886, 0.856354, -0.0524398, 0.0625282, -0.00233759, -0.0184452, -0.014047
80.5597, 0.893, 0.86649, 0.0274964, 0.0542494, -0.00827179, -0.0184452, 0.0436127
80.5906, 0.869, 0.882787, 0.147236, 0.042566, -0.0164661, 0.026, 0.126775
80.6192, 0.875, 0.879561, 0.122208, 0.0480695, -0.0125186, 0.026, 0.0954145
80.6501, 0.805, 0.880679, 0.12584, 0.0503491, -0.0111119, 0.026, 0.0862829
80.6787, 0.872, 0.851872, -0.0743179, 0.0728865, 0.00564861, 0.026, -0.06772
80.6887, 0.855, 0.856607, -0.0366191, 0.0692383, 0.00252453, -0.0207982, -0.0411977
80.7398, 0.846, 0.853131, -0.0481598, 0.0693954, 0.00335949, -0.0207982, -0.0459545
80.7597, 0.916, 0.84948, -0.066826, 0.0709363, 0.00478565, -0.0207982, -0.0582366
80.7869, 0.818, 0.881835, 0.162576, 0.0464766, -0.0133451, -0.0207982, 0.111765
80.8059, 0.86, 0.86378, 0.0342773, 0.0605582, -0.00227042, 0.026, 0.014215
80.8407, 0.908, 0.862431, 0.0267686, 0.0632497, -0.00089218, 0.026, 0.000523147
80.8684, 0.834, 0.880614, 0.150001, 0.0513706, -0.0102465, 0.026, 0.0867888
80.8887, 0.864, 0.863922, 0.0271824, 0.0658796, 0.000431354, 0.026, -0.0104987
80.9004, 0.845, 0.864351, 0.0287904, 0.0662596, 0.000419717, -0.0104987, -0.0114998
80.946, 0.789, 0.848656, -0.0826482, 0.0777664, 0.00945943, -0.0104987, -0.0928661
80.9874, 0.835, 0.837676, -0.154701, 0.0849468, 0.0148857, -0.0104987, -0.144244
81.0106, 0.866, 0.826271, -0.204239, 0.0871616, 0.0163732, -0.0180073, -0.16771
81.06, 0.873, 0.83719, -0.115114, 0.0765753, 0.00840829, -0.0180073, -0.09694
81.0815, 0.87, 0.864671, 0.0961213, 0.0528156, -0.00916798, -0.0180073, 0.064725
81.101, 0.888, 0.868608, 0.120508, 0.0508572, -0.0102353, -0.0180073, 0.0795783
81.122, 0.843, 0.878833, 0.185291, 0.0448581, -0.0143145, 0.026, 0.123293
81.1398, 0.854, 0.870239, 0.119253, 0.0533873, -0.00803197, 0.026, 0.0677248
81.1609, 0.912, 0.866238, 0.0859836, 0.0583789, -0.00455508, 0.026, 0.0368181
81.1822, 0.808, 0.88619, 0.21623, 0.0460767, -0.0141802, 0.026, 0.126923
81.2089, 0.883, 0.862476, 0.0425024, 0.0658347, 0.000563333, 0.026, -0.00740933
81.2206, 0.851, 0.870347, 0.0923434, 0.0613366, -0.00319898, -0.00740933, 0.0263963
81.2448, 0.901, 0.863374, 0.0355558, 0.0676279, 0.00175418, -0.00740933, -0.0168303
81.2797, 0.868, 0.890278, 0.210459, 0.0494154, -0.011837, -0.00740933, 0.111373
81.3007, 0.906, 0.885859, 0.164325, 0.055236, -0.00713768, -0.00740933, 0.0731281
81.3256, 0.833, 0.896746, 0.224994, 0.049604, -0.0111685, 0.026, 0.114624
81.3453, 0.854, 0.872721, 0.0408401, 0.0707469, 0.00451301, 0.026, -0.0283408
81.3743, 0.856, 0.869393, 0.0146617, 0.0737181, 0.0065098, 0.026, -0.0482798
81.3885, 0.844, 0.862004, -0.0435906, 0.0802418, 0.0106711, 0.026, -0.0920245
81.411, 0.879, 0.853349, -0.104262, 0.086462, 0.01474, 0.026, -0.135324
81.4219, 0.873, 0.857269, -0.0765882, 0.0833702, 0.0120888, -0.0213505, -0.113805
81.4609, 0.888, 0.865992, -0.01647, 0.0747366, 0.00585007, -0.0213505, -0.0591529
81.4749, 0.875, 0.871552, 0.0199546, 0.0704499, 0.00277815, -0.0213505, -0.0303213
81.501, 0.871, 0.873768, 0.030008, 0.0687742, 0.00187901, -0.0213505, -0.0202641
81.5209, 0.813, 0.873328, 0.023043, 0.0691154, 0.002428, -0.0213505, -0.0237576
81.5389, 0.889, 0.856518, -0.0933004, 0.0808904, 0.0115303, -0.0202641, -0.107548
81.5696, 0.844, 0.874665, 0.0373946, 0.0655356, 0.000172281, -0.0202641, -0.00426575
81.5997, 0.853, 0.858425, -0.0768534, 0.077137, 0.00938353, -0.0202641, -0.086908
81.6257, 0.9, 0.854839, -0.0963738, 0.0783584, 0.0104697, -0.019338, -0.0977936
81.6412, 0.882, 0.866453, -0.0126623, 0.0690159, 0.00352175, -0.019338, -0.0338644
81.6693, 0.848, 0.875068, 0.0480851, 0.0622013, -0.00125462, -0.019338, 0.0124381
81.7088, 0.825, 0.859553, -0.0604133, 0.0735502, 0.00783234, -0.019338, -0.0676803
81.7269, 0.87, 0.841014, -0.17952, 0.085176, 0.0168328, -0.0172901, -0.15179
81.7499, 0.887, 0.847901, -0.120502, 0.0779577, 0.0113915, -0.0172901, -0.104035
81.7713, 0.847, 0.863631, -0.00111314, 0.0645893, 0.00141566, -0.0172901, -0.0128096
81.7909, 0.842, 0.857329, -0.0408182, 0.0686853, 0.00474693, -0.0172901, -0.0420543
81.8201, 0.866, 0.852741, -0.0680198, 0.0713366, 0.00687963, -0.0185187, -0.0614049
81.841, 0.864, 0.859305, -0.0101309, 0.0645774, 0.00209531, -0.0185187, -0.0163953
81.861, 0.882, 0.860871, 0.00465211, 0.0630061, 0.00115713, -0.0185187, -0.00580547
81.89, 0.838, 0.86524, 0.0359993, 0.0597823, -0.00113389, -0.0185187, 0.0167706
81.9108, 0.881, 0.846542, -0.0883144, 0.0731466, 0.00953327, -0.0185187, -0.0768784
81.9314, 0.858, 0.857649, -0.00423409, 0.0639329, 0.0027137, -0.0215097, -0.0136054
81.9518, 0.904, 0.857699, 0.000102261, 0.0634407, 0.00264004, -0.0215097, -0.0106718
81.972, 0.867, 0.875292, 0.12283, 0.0506956, -0.00669191, -0.0215097, 0.0786625
82.0001, 0.882, 0.874944, 0.118178, 0.0515442, -0.00583022, -0.0215097, 0.0734324
82.0201, 0.844, 0.88315, 0.166627, 0.0475967, -0.0081354, -0.0215097, 0.10343
82.041, 0.87, 0.8683, 0.0553486, 0.0603092, 0.00204051, 0.026, 0.0165109
82.061, 0.852, 0.870051, 0.0654254, 0.0604196, 0.00169984, 0.026, 0.0190361
82.0822, 0.928, 0.864213, 0.0224779, 0.0660884, 0.00553414, 0.026, -0.0173757
82.1099, 0.867, 0.876727, 0.106603, 0.0577754, -0.000983007, 0.026, 0.0424525
82.1306, 0.88, 0.874314, 0.0792851, 0.0626141, 0.00207521, 0.026, 0.014218
82.1416, 0.837, 0.877521, 0.0953744, 0.0618012, 0.00109728, 0.014218, 0.0225831
82.1805, 0.855, 0.86356, -0.00770636, 0.0733348, 0.0095605, 0.014218, -0.0560829
82.2002, 0.918, 0.85847, -0.0452253, 0.0774655, 0.0121377, 0.014218, -0.0839553
82.2111, 0.856, 0.878411, 0.0900661, 0.0633478, 0.0011145, 0.014218, 0.0156436
82.2401, 0.877, 0.870148, 0.0235607, 0.0711108, 0.00668567, 0.014218, -0.0362926
82.2611, 0.76, 0.874063, 0.0440017, 0.0693197, 0.00492954, -0.0211919, -0.0222683
82.281, 0.967, 0.832225, -0.245582, 0.0990192, 0.0275881, -0.0211919, -0.232332
82.3099, 0.829, 0.855904, -0.078621, 0.0806597, 0.013682, -0.0211919, -0.105718
82.331, 0.923, 0.832672, -0.230768, 0.0945006, 0.0243528, -0.0211919, -0.208345
82.3509, 0.848, 0.862142, -0.0173429, 0.0706006, 0.00626727, -0.0211919, -0.0447034
82.372, 0.89, 0.856199, -0.0564291, 0.0742109, 0.00922785, -0.0189632, -0.0714921
82.4001, 0.843, 0.862239, -0.0134608, 0.0694509, 0.00571184, -0.0189632, -0.0388468
82.4205, 0.876, 0.849941, -0.0945225, 0.0773531, 0.0120027, -0.0189632, -0.0961447
82.441, 0.852, 0.860254, -0.0156123, 0.0681958, 0.00522815, -0.0189632, -0.0344497
82.461, 0.88, 0.856832, -0.0362932, 0.0701069, 0.00687766, -0.0189632, -0.0487719
82.4889, 0.861, 0.860958, -0.00629326, 0.0668193, 0.00449046, -0.02143, -0.0262053
82.5189, 0.9, 0.860784, -0.00405152, 0.0662643, 0.00447722, -0.02143, -0.0236016
82.5389, 0.892, 0.88374, 0.154897, 0.0495099, -0.00776811, -0.02143, 0.093249
82.5528, 0.899, 0.889524, 0.186689, 0.0469277, -0.00930655, -0.02143, 0.113017
82.5762, 0.867, 0.896325, 0.222995, 0.0440182, -0.0110706, 0.026, 0.135491
82.601, 0.863, 0.886603, 0.137391, 0.0559129, -0.0024256, 0.026, 0.0600487
82.6148, 0.908, 0.882296, 0.10132, 0.0606229, 0.000879993, 0.026, 0.0297118
82.6487, 0.892, 0.894107, 0.173083, 0.0542988, -0.00430192, 0.026, 0.0776711
82.662, 0.893, 0.897674, 0.179089, 0.0556258, -0.00373843, 0.026, 0.0741196
82.7186, 0.85, 0.898607, 0.177581, 0.0564888, -0.00325932, 0.026, 0.0701954
82.7396, 0.882, 0.84782, -0.220134, 0.102333, 0.0301602, 0.026, -0.238572
82.7563, 0.807, 0.853579, -0.176269, 0.0969474, 0.02552, 0.026, -0.20226
82.7774, 0.848, 0.829397, -0.33445, 0.112285, 0.0362038, 0.026, -0.312201
82.7886, 0.837, 0.829562, -0.32525, 0.110409, 0.0343102, -0.0189632, -0.301025
82.8119, 0.883, 0.825066, -0.336387, 0.108388, 0.0325029, -0.0189632, -0.294893
82.8345, 0.763, 0.839496, -0.220757, 0.0939875, 0.0214398, -0.0189632, -0.199727
82.8601, 0.958, 0.809641, -0.411431, 0.112232, 0.0351755, -0.0189632, -0.332328
82.879, 0.812, 0.860597, -0.0382765, 0.0705815, 0.00347997, -0.0189632, -0.0467959
82.901, 0.918, 0.831289, -0.230684, 0.0898804, 0.018404, -0.0163814, -0.184904
82.9189, 0.832, 0.850999, -0.08533, 0.073778, 0.00622988, -0.0163814, -0.0743518
82.9405, 0.861, 0.843047, -0.131887, 0.0781101, 0.00963677, -0.0163814, -0.106458
82.96, 0.847, 0.847506, -0.0892705, 0.072828, 0.00576013, -0.0163814, -0.0718734
82.9777, 0.855, 0.845219, -0.0939994, 0.0727374, 0.00587736, -0.0163814, -0.0731944
83.0006, 0.864, 0.846895, -0.0733871, 0.0701395, 0.00406367, -0.019489, -0.0564699
83.022, 0.874, 0.853307, -0.0184351, 0.0639072, -0.000340241, -0.019489, -0.0145492
83.0419, 0.835, 0.86073, 0.0375673, 0.0580339, -0.00447393, -0.019489, 0.0261767
83.0699, 0.854, 0.852441, -0.0165981, 0.0639057, 0.000292641, -0.019489, -0.0149656
83.0881, 0.859, 0.85269, -0.00958089, 0.0631303, -1.06736e-05, -0.019489, -0.0100774
83.1108, 0.89, 0.85608, 0.0212039, 0.0599347, -0.00196628, -0.0100774, 0.0117114
83.1218, 0.869, 0.862622, 0.0670231, 0.0553641, -0.00532577, -0.0100774, 0.0442109
83.1421, 0.875, 0.86662, 0.0940418, 0.0532308, -0.00668762, -0.0100774, 0.0606249
83.1699, 0.913, 0.870379, 0.117807, 0.0513248, -0.00793736, -0.0100774, 0.0752817
83.1883, 0.844, 0.89149, 0.255992, 0.03797, -0.0177049, -0.0100774, 0.171587
83.2109, 0.833, 0.871731, 0.100804, 0.0565625, -0.00302469, 0.026, 0.0467693
83.2218, 0.868, 0.865435, 0.0554625, 0.0619268, 0.000850381, 0.026, 0.0108595
83.2419, 0.874, 0.867613, 0.0671759, 0.0617772, 0.000312293, 0.026, 0.0150386
83.2679, 0.815, 0.870416, 0.0828926, 0.0609058, -0.000642133, 0.026, 0.0234331
83.2818, 0.876, 0.846469, -0.0866408, 0.0798212, 0.0131571, 0.026, -0.10584
83.3019, 0.881, 0.855947, -0.0181805, 0.0727201, 0.00720183, 0.026, -0.0553657
83.3131, 0.86, 0.860467, 0.0123157, 0.0697467, 0.00470834, -0.0215097, -0.0337048
83.3512, 0.877, 0.860606, 0.00865169, 0.0693276, 0.00489247, -0.0215097, -0.0330514
83.3651, 0.854, 0.864948, 0.0370006, 0.066131, 0.00265135, -0.0215097, -0.0112957
83.3909, 0.851, 0.860556, 0.00307323, 0.0694037, 0.00549036, -0.0215097, -0.0351807
83.41, 0.874, 0.857184, -0.0205784, 0.0715104, 0.00731063, -0.0215097, -0.0510696
83.4318, 0.876, 0.863661, 0.0242971, 0.0663309, 0.00363573, -0.0209552, -0.0161333
83.4524, 0.856, 0.868931, 0.0583032, 0.0626213, 0.00110427, -0.0209552, 0.00933928
83.479, 0.903, 0.866374, 0.0384082, 0.0647105, 0.00288763, -0.0209552, -0.00543613
83.5001, 0.851, 0.88579, 0.166636, 0.0513004, -0.00686996, -0.0209552, 0.0885017
83.5201, 0.9, 0.875485, 0.0855594, 0.060425, 0.00045891, -0.0209552, 0.0259031
83.5401, 0.871, 0.887047, 0.157613, 0.0531351, -0.00471635, 0.0259031, 0.0775813
83.5609, 0.872, 0.883285, 0.118208, 0.0592067, -0.000549237, 0.0259031, 0.0405305
83.5795, 0.863, 0.881536, 0.0975854, 0.0624425, 0.00153882, 0.0259031, 0.0210577
83.601, 0.842, 0.876121, 0.0513579, 0.0683146, 0.00552522, 0.0259031, -0.0169161
83.6299, 0.881, 0.869693, 0.00424995, 0.0735657, 0.0092307, 0.0259031, -0.0526386
83.6411, 0.826, 0.875824, 0.040446, 0.0703317, 0.00604225, -0.0215097, -0.0276653
