t ,hm, hest, vest, Nest, dest, actualwished
6.74997, -0.013, 0.00527494, -0.0123103, 0.0651271, 0.0127081, -0.0119776, -0.220565
6.77009, 0.011, -0.00639005, -0.0903712, 0.0730676, 0.0186829, -0.0119776, -0.276892
6.78895, 0.009, -0.00142465, -0.0507233, 0.0683891, 0.0150461, -0.0119776, -0.245411
6.81003, 0.013, 0.00122842, -0.02952, 0.0659312, 0.013149, -0.0119776, -0.228793
6.82995, 0.016, 0.00523885, 8.88223e-05, 0.062704, 0.0106949, -0.0117473, -0.206504
6.84869, -0.009, 0.0102491, 0.0346711, 0.0591578, 0.00803812, -0.0117473, -0.181466
6.88864, 0.018, 0.00684761, 0.010727, 0.0617629, 0.0100333, -0.0117473, -0.199519
6.90917, -0.018, 0.0171297, 0.0797242, 0.0548066, 0.00484341, -0.0117473, -0.150069
6.93979, 0.004, -0.00354567, -0.0689903, 0.0710838, 0.0173131, -0.0135987, -0.262545
6.9642, 0.031, -0.00175115, -0.0516826, 0.0687253, 0.0154644, -0.0135987, -0.247407
6.98051, 0.001, 0.00343044, -0.0150064, 0.0647674, 0.0124644, -0.0135987, -0.219942
7.01045, 0.005, 0.00221945, -0.022038, 0.065386, 0.0129483, -0.0135987, -0.224626
7.03083, 0.016, 0.00332563, -0.0114397, 0.0640206, 0.0119357, -0.0135987, -0.215778
7.05993, 0.007, 0.00740034, 0.0172259, 0.0609826, 0.00966534, -0.0115762, -0.194594
7.07102, 0.013, 0.00760609, 0.0179526, 0.0610547, 0.00975043, -0.0115762, -0.194751
7.09093, 0.001, 0.0101001, 0.034037, 0.0595267, 0.00862591, -0.0115762, -0.183647
7.12008, 0.032, 0.0087002, 0.0235823, 0.0607242, 0.00955239, -0.0115762, -0.191797
7.14006, 0.016, 0.0247259, 0.12985, 0.0499634, 0.0014839, -0.0115762, -0.115337
7.16234, -0.006, 0.0238013, 0.112382, 0.0527807, 0.00381355, -0.0115762, -0.132562
7.18062, 0.038, 0.0172351, 0.062119, 0.0584371, 0.00816812, -0.0115762, -0.171219
7.22008, 0.025, 0.0240549, 0.104582, 0.0542487, 0.00504569, -0.0115762, -0.141104
7.24051, 0.014, 0.029286, 0.123215, 0.0534344, 0.00464177, -0.0115762, -0.132295
7.26122, 0.041, 0.0249833, 0.0812736, 0.0585375, 0.00862974, -0.0116901, -0.166118
7.28056, -0.024, 0.0307139, 0.114413, 0.055318, 0.00623444, -0.0116901, -0.142756
7.30189, 0.027, 0.00676788, -0.0606663, 0.0741078, 0.020523, -0.0116901, -0.273256
7.321, 0.01, 0.0128463, -0.0184695, 0.0691944, 0.0166884, -0.0116901, -0.239863
7.35775, 0.007, 0.0120584, -0.0245133, 0.0696609, 0.0169993, -0.0119198, -0.243476
7.37638, -0.01, 0.00672169, -0.0624259, 0.0728712, 0.0192515, -0.0119198, -0.267622
7.40102, 0.021, -0.00257404, -0.122726, 0.0785057, 0.0233677, -0.0119198, -0.308776
7.42187, -0.003, 0.00417279, -0.0702202, 0.0721938, 0.0184228, -0.0119198, -0.266472
7.44266, 0.021, 0.000273574, -0.0931551, 0.0741212, 0.0197842, -0.0119198, -0.281171
7.46478, 0.021, 0.00735498, -0.0387078, 0.0677723, 0.0148514, -0.0112941, -0.238234
7.49008, 0.022, 0.0113892, -0.00918961, 0.0644999, 0.0123321, -0.0112941, -0.215721
7.50992, 0.005, 0.0153289, 0.018112, 0.0616186, 0.0101414, -0.0112941, -0.19555
7.52999, 0.008, 0.0116146, -0.00824524, 0.0644731, 0.0123139, -0.0112941, -0.215341
7.55083, 0.001, 0.00962755, -0.0210635, 0.0657455, 0.0132543, -0.0112941, -0.224445
7.57085, 0.005, 0.00597592, -0.0444397, 0.068057, 0.0149693, -0.0112941, -0.241018
7.59101, 0.021, 0.00469878, -0.0500826, 0.0683945, 0.0151677, -0.012446, -0.244043
7.61194, 0.041, 0.010032, -0.0103444, 0.0639721, 0.0117875, -0.012446, -0.213702
7.63188, 0.015, 0.0214995, 0.0684254, 0.0557529, 0.00559419, -0.012446, -0.155972
7.66007, -0.014, 0.020766, 0.060756, 0.0568278, 0.00647558, -0.012446, -0.162843
7.6797, 0.028, -0.000329226, -0.0886259, 0.0729593, 0.0188102, -0.0133513, -0.274863
7.7105, 0.012, 0.0134593, 0.0134541, 0.0615075, 0.0100397, -0.0133513, -0.196464
7.73643, 0.009, 0.0130964, 0.0104227, 0.0619212, 0.0104165, -0.0133513, -0.199181
7.75042, 0.001, 0.0121542, 0.00382011, 0.0626455, 0.0109944, -0.0133513, -0.204211
7.77197, -0.001, 0.00800856, -0.0241671, 0.0655661, 0.0132344, -0.0133513, -0.224779
7.79098, 0.006, 0.00427544, -0.0476241, 0.067861, 0.0149681, -0.012446, -0.241344
7.82005, 0.031, 0.00406559, -0.0466057, 0.0675788, 0.0147286, -0.012446, -0.239841
7.84095, 0.012, 0.020635, 0.0720182, 0.0548367, 0.00505002, -0.012446, -0.151304
7.85587, -0.007, 0.0192789, 0.0599512, 0.0564358, 0.00634036, -0.012446, -0.161708
7.88204, 0.02, 0.00790132, -0.0214228, 0.065375, 0.0132073, -0.0129244, -0.223437
7.90004, 0.023, 0.0109598, 0.000514444, 0.0630065, 0.0114166, -0.0129244, -0.207017
7.92852, 0.025, 0.0148596, 0.0271736, 0.0602456, 0.0093524, -0.0129244, -0.187587
7.95034, 0.011, 0.021111, 0.0674385, 0.056296, 0.00644879, -0.0129244, -0.159221
7.96551, -0.01, 0.0184467, 0.0448319, 0.0590542, 0.00863619, -0.0129244, -0.177596
7.99112, -0.001, 0.00530745, -0.0481957, 0.069018, 0.0162425, -0.0131064, -0.246966
8.00496, 0.021, 0.00297619, -0.0620185, 0.0702278, 0.0171226, -0.0131064, -0.256066
8.03087, -0.013, 0.0102058, -0.00802372, 0.0641157, 0.0124308, -0.0131064, -0.214349
8.05177, 0.004, 0.00299123, -0.056321, 0.0690847, 0.0161892, -0.0131064, -0.249476
8.06712, 0.009, 0.00219901, -0.0575837, 0.0688663, 0.015975, -0.0131064, -0.248876
8.09093, 0.022, 0.00379152, -0.0420866, 0.0668987, 0.0144412, -0.0119776, -0.236002
8.11081, 0.024, 0.00981348, 0.00210703, 0.0621235, 0.0108001, -0.0119776, -0.202908
8.13203, 0.009, 0.0154675, 0.0410944, 0.0581555, 0.00782401, -0.0119776, -0.174814
8.15193, 0.025, 0.0138514, 0.028225, 0.0597861, 0.00911733, -0.0119776, -0.185577
8.18007, 0.023, 0.0163119, 0.0442256, 0.0582318, 0.00796657, -0.0119776, -0.174372
8.21895, 0.042, 0.021718, 0.0770346, 0.0552913, 0.00584344, -0.0110713, -0.152501
8.23895, 0.026, 0.0395141, 0.188186, 0.0446774, -0.00201423, -0.0110713, -0.0753464
8.261, -0.009, 0.0376331, 0.15753, 0.0493684, 0.00180527, -0.0110713, -0.104389
8.27898, 0.011, 0.0274325, 0.0801823, 0.0579731, 0.00839826, -0.0110713, -0.163407
8.30049, 0.023, 0.0231278, 0.0444223, 0.0620056, 0.0114795, -0.0118621, -0.190843
8.32012, 0.022, 0.0240297, 0.0452339, 0.0620338, 0.0115069, -0.0118621, -0.190598
8.33776, -0.004, 0.0241863, 0.0406141, 0.0626296, 0.0119627, -0.0118621, -0.194329
8.36094, 0.033, 0.0128247, -0.0419294, 0.0712792, 0.0184889, -0.0118621, -0.254856
8.38995, 0.019, 0.0166388, -0.0158282, 0.0683407, 0.0162148, -0.0118621, -0.234674
8.41093, 0.014, 0.0177497, -0.0103653, 0.0672975, 0.0153002, -0.0114065, -0.228293
8.43085, 0.009, 0.0161287, -0.0224408, 0.0683691, 0.0160502, -0.0114065, -0.236188
8.45049, 0.03, 0.0134211, -0.0409415, 0.0700801, 0.017281, -0.0114065, -0.248682
8.47145, 0.015, 0.0187754, -0.0035418, 0.0658649, 0.0140123, -0.0114065, -0.21976
8.51034, 0.008, 0.0171965, -0.0153475, 0.0669772, 0.0148102, -0.0114065, -0.227791
8.54814, 0.018, 0.0112184, -0.0561651, 0.0709454, 0.0177237, -0.011633, -0.256298
8.5583, 0.026, 0.0139131, -0.0329811, 0.0677958, 0.0151738, -0.011633, -0.23592
8.581, 0.04, 0.0183241, -0.00127971, 0.0642506, 0.0124377, -0.011633, -0.211575
8.6001, 0.012, 0.0244297, 0.0398646, 0.0599574, 0.00918849, -0.011633, -0.18138
8.62184, 0.015, 0.0193876, 0.0019134, 0.0641649, 0.0124118, -0.0118046, -0.210279
8.64094, 0.018, 0.0178503, -0.00911213, 0.0652826, 0.0132466, -0.0118046, -0.218186
8.68018, -0.005, 0.0177808, -0.00953291, 0.0652767, 0.0132301, -0.0118046, -0.218255
8.70086, 0.023, -0.0036523, -0.154323, 0.0800848, 0.0243535, -0.0118046, -0.323036
8.72099, 0.018, 0.00336451, -0.0970161, 0.0732188, 0.0189807, -0.0111824, -0.277053
8.73857, 0.034, 0.00650552, -0.0699524, 0.0699503, 0.0164106, -0.0111824, -0.255244
8.76094, 0.037, 0.0165528, 0.0038552, 0.0619031, 0.0102488, -0.0111824, -0.199616
8.79046, 0.031, 0.0285794, 0.0862356, 0.0535043, 0.00393181, -0.0111824, -0.140151
8.81971, 0.035, 0.032417, 0.105162, 0.0523598, 0.00322733, -0.0107419, -0.130018
8.84975, 0.03, 0.0370346, 0.126483, 0.0511071, 0.0024521, -0.0107419, -0.118696
8.86714, 0.014, 0.0369272, 0.11816, 0.0525971, 0.00368638, -0.0107419, -0.127521
8.88422, 0.023, 0.0315886, 0.0747502, 0.0576418, 0.00758424, -0.0107419, -0.161584
8.91176, 0.015, 0.0292911, 0.051188, 0.0605587, 0.00984853, -0.0107419, -0.180776
8.92511, 0.03, 0.02711, 0.0339914, 0.0624426, 0.0112771, -0.011633, -0.193728
8.95884, 0.015, 0.029673, 0.045846, 0.0613229, 0.0104398, -0.011633, -0.185399
8.98096, 0.042, 0.0227203, -0.00823306, 0.0671452, 0.0148611, -0.011633, -0.225687
9.00094, 0.006, 0.0298159, 0.0385607, 0.0621064, 0.0110096, -0.011633, -0.190556
9.02095, 0.01, 0.0215962, -0.0212945, 0.0684146, 0.0157799, -0.011633, -0.234618
9.0565, 0.037, 0.019135, -0.038144, 0.0700336, 0.0169697, -0.0119198, -0.246298
9.09, 0.018, 0.0300958, 0.0376115, 0.0615303, 0.0104122, -0.0119198, -0.187887
9.10337, 0.043, 0.0239836, -0.00966403, 0.066627, 0.0142953, -0.0119198, -0.223159
9.13093, 0.024, 0.0347652, 0.0622496, 0.0589119, 0.00841713, -0.0101, -0.169347
9.1448, 0.01, 0.0328094, 0.0453758, 0.0608716, 0.00991381, -0.0101, -0.182538
9.16845, 0.038, 0.0237798, -0.0207789, 0.0679631, 0.0152692, -0.0101, -0.231768
9.20007, 0.044, 0.0263512, -0.00342118, 0.0660575, 0.0137905, -0.0101, -0.218559
9.21901, 0.034, 0.038463, 0.0764587, 0.0575912, 0.00729836, -0.0101, -0.159191
9.2405, 0.027, 0.0383225, 0.0697913, 0.0586233, 0.00811603, -0.0105793, -0.16548
9.26098, 0.026, 0.0344249, 0.0352111, 0.0626273, 0.0111884, -0.0105793, -0.192446
9.27598, 0.023, 0.0325757, 0.0196516, 0.0643065, 0.0124488, -0.0105793, -0.204008
9.30098, 0.025, 0.0285493, -0.0114833, 0.0675294, 0.0148458, -0.0105793, -0.226563
9.31441, 0.02, 0.0277541, -0.0174053, 0.0680497, 0.0152059, -0.0105793, -0.230407
9.33946, 0.049, 0.0231211, -0.0496437, 0.0710908, 0.0174022, -0.0113502, -0.25244
9.36097, 0.014, 0.0325546, 0.0160664, 0.0638389, 0.0118307, -0.0113502, -0.202384
9.38009, 0.018, 0.0275536, -0.0195177, 0.0675307, 0.0146115, -0.0113502, -0.228324
9.40186, 0.013, 0.0223697, -0.0545917, 0.0709029, 0.0170926, -0.0113502, -0.252664
9.42106, 0.024, 0.0179596, -0.0820883, 0.0733804, 0.0188798, -0.0113502, -0.271025
9.45036, 0.033, 0.0184004, -0.0759647, 0.0723746, 0.0180419, -0.0111268, -0.26487
9.47181, 0.02, 0.0257738, -0.0179339, 0.0654715, 0.0126388, -0.0111268, -0.218475
9.49224, -0.01, 0.0232293, -0.0339723, 0.0670374, 0.0137978, -0.0111268, -0.229761
9.52051, 0.038, 0.0139706, -0.0950659, 0.0732482, 0.0184568, -0.0111268, -0.273842
9.53979, 0.024, 0.026016, -0.0027926, 0.0627788, 0.0103693, -0.0111268, -0.202455
9.56184, 0.027, 0.0251053, -0.00789762, 0.0633583, 0.0108193, -0.0111268, -0.206462
9.57581, 0.048, 0.0254918, -0.00441136, 0.0630052, 0.0105561, -0.0111268, -0.203986
9.60097, 0.044, 0.0360355, 0.0682734, 0.0555016, 0.00490381, -0.0111268, -0.151097
9.62092, 0.019, 0.0403837, 0.0940039, 0.0532767, 0.00331816, -0.0111268, -0.134313
9.64187, 0.032, 0.0338693, 0.0438726, 0.059084, 0.00782521, -0.0111268, -0.173662
9.66187, 0.04, 0.0340423, 0.0421903, 0.059514, 0.00819966, -0.0106875, -0.176024
9.68897, 0.035, 0.0356209, 0.0513947, 0.058682, 0.0075909, -0.0106875, -0.169833
9.7108, 0.047, 0.0371592, 0.0548549, 0.0588808, 0.00783155, -0.0106875, -0.169734
9.72991, 0.024, 0.0407013, 0.0757589, 0.0569171, 0.00638131, -0.0106875, -0.155332
9.75181, 0.06, 0.0346681, 0.0277293, 0.0623932, 0.0105962, -0.0111268, -0.192545
9.77113, 0.048, 0.0455721, 0.0984619, 0.0551378, 0.00512908, -0.0111268, -0.141146
9.79049, 0.041, 0.048362, 0.110065, 0.0543995, 0.00465943, -0.0111268, -0.134657
9.80049, 0.019, 0.0481122, 0.104629, 0.0551922, 0.00530015, -0.0111268, -0.139601
9.82946, 0.023, 0.0346944, 0.00106649, 0.0666696, 0.0140952, -0.0111268, -0.218367
9.83946, 0.051, 0.0327859, -0.0127957, 0.0680435, 0.0151126, -0.0111268, -0.22815
9.85614, 0.032, 0.038687, 0.0260918, 0.0638061, 0.0118609, -0.00968478, -0.19871
9.87958, 0.035, 0.03633, 0.00588562, 0.0659467, 0.0134377, -0.00968478, -0.2135
9.96825, 0.027, 0.035943, 0.000932656, 0.0663778, 0.0137059, -0.0105254, -0.216604
9.99161, 0.032, 0.0205413, -0.112257, 0.0775564, 0.0219221, -0.0105254, -0.296204
10.0207, 0.04, 0.0235563, -0.0833923, 0.073475, 0.0185918, -0.0105254, -0.270137
10.0396, 0.034, 0.0278378, -0.0499916, 0.0695102, 0.0154845, -0.0105254, -0.24346
10.0697, 0.012, 0.0298255, -0.0322898, 0.0672064, 0.0136333, -0.0105793, -0.228401
10.0823, 0.053, 0.0251875, -0.0624517, 0.0702191, 0.015878, -0.0105793, -0.249918
10.1187, 0.035, 0.0370995, 0.0234108, 0.0608503, 0.00870408, -0.0105793, -0.185121
10.1382, 0.042, 0.0367137, 0.0193024, 0.0614695, 0.00920516, -0.0105793, -0.188996
10.1836, 0.015, 0.0393698, 0.0360461, 0.0598747, 0.00802473, -0.0101527, -0.177398
10.2023, 0.025, 0.0197864, -0.101901, 0.074714, 0.0192985, -0.0101527, -0.280529
10.2397, 0.023, 0.0196444, -0.0904841, 0.0723658, 0.0172558, -0.0101527, -0.266967
10.2595, 0.051, 0.0191038, -0.0878401, 0.0716241, 0.0165896, -0.0101527, -0.262985
10.2846, 0.042, 0.0314347, 0.00346632, 0.0616281, 0.00892875, -0.00968478, -0.193996
10.3197, 0.045, 0.0387577, 0.0546902, 0.0565414, 0.00511035, -0.00968478, -0.157687
10.3487, 0.037, 0.0402887, 0.0639119, 0.055766, 0.00455584, -0.00968478, -0.151776
10.3798, 0.073, 0.0403869, 0.0561226, 0.0577334, 0.00623875, -0.00968478, -0.162724
10.3975, 0.047, 0.0523829, 0.134171, 0.049945, 0.000407211, -0.0104181, -0.107054
10.4171, 0.046, 0.0530017, 0.129986, 0.0511052, 0.00142577, -0.0104181, -0.113321
10.4497, 0.056, 0.0529356, 0.114519, 0.0538813, 0.00374586, -0.0104181, -0.129745
10.4803, 0.053, 0.0581968, 0.136655, 0.0524376, 0.00281005, -0.0104181, -0.117204
10.5087, 0.047, 0.0589807, 0.130981, 0.0536784, 0.00386281, -0.00943037, -0.124106
10.5279, 0.029, 0.057141, 0.107945, 0.0566492, 0.00618646, -0.00943037, -0.143347
10.5528, 0.016, 0.0445531, 0.00810402, 0.0676615, 0.0145705, -0.00943037, -0.218906
10.5797, 0.007, 0.0286219, -0.1054, 0.0791854, 0.0231513, -0.0115762, -0.300387
10.6049, 0.043, 0.0156796, -0.188233, 0.0867056, 0.0286065, -0.0115762, -0.355913
10.6391, 0.042, 0.0239956, -0.119283, 0.0779262, 0.0216534, -0.0115762, -0.298133
10.6787, 0.032, 0.0278636, -0.0873493, 0.0739109, 0.0184893, -0.0115762, -0.27162
10.7076, 0.029, 0.0274579, -0.079451, 0.0718388, 0.0166997, -0.0106875, -0.260207
10.7209, 0.038, 0.0259622, -0.0817958, 0.0714107, 0.0162419, -0.0106875, -0.258952
10.7505, 0.018, 0.0302672, -0.0439715, 0.0668438, 0.0126708, -0.0106875, -0.228515
10.7706, 0.033, 0.0247699, -0.0773949, 0.0701301, 0.0151212, -0.0106875, -0.252201
10.7997, 0.039, 0.0270335, -0.0531777, 0.0670842, 0.0127249, -0.0106875, -0.232244
10.8192, 0.023, 0.0295688, -0.0324156, 0.0647822, 0.010965, -0.0106333, -0.216487
10.8497, 0.036, 0.024051, -0.0633733, 0.0678678, 0.0132849, -0.0106333, -0.238731
10.874, 0.082, 0.027367, -0.0350515, 0.0646787, 0.0108371, -0.0106333, -0.217034
10.8987, 0.054, 0.0545981, 0.154914, 0.0448686, -0.00411819, -0.0106333, -0.0779288
10.9192, 0.051, 0.0570213, 0.164377, 0.0447534, -0.00401729, -0.00953166, -0.0749619
10.9492, 0.055, 0.0584819, 0.160729, 0.046655, -0.00228858, -0.00953166, -0.0844859
10.9679, 0.021, 0.0608269, 0.16402, 0.0475012, -0.00142997, -0.00953166, -0.0873528
10.9924, 0.03, 0.0471546, 0.0583548, 0.0595429, 0.00785089, -0.00953166, -0.169296
11.0099, 0.072, 0.043445, 0.0296864, 0.0627011, 0.0102522, -0.00953166, -0.190993
11.0325, 0.034, 0.0579231, 0.123505, 0.0530744, 0.00297295, -0.00864278, -0.122774
11.0542, 0.053, 0.0501925, 0.0599439, 0.0604242, 0.00862097, -0.00864278, -0.172429
11.0843, 0.059, 0.05358, 0.074091, 0.059307, 0.00777831, -0.00864278, -0.163416
11.1106, 0.059, 0.0582392, 0.0963788, 0.0573858, 0.00634559, -0.00864278, -0.148641
11.1206, 0.045, 0.0593322, 0.0994782, 0.0572636, 0.00627049, -0.00927962, -0.147169
11.1531, 0.005, 0.05377, 0.0470599, 0.0633541, 0.0109411, -0.00927962, -0.188063
11.1798, 0.053, 0.0305244, -0.118463, 0.0806197, 0.0239383, -0.00927962, -0.309144
11.2089, 0.043, 0.0393859, -0.0517236, 0.0723986, 0.0174125, -0.00927962, -0.254305
11.2296, 0.024, 0.0397273, -0.0482029, 0.0715712, 0.0166603, -0.0101, -0.249517
11.2882, 0.04, 0.0339659, -0.0861834, 0.0751642, 0.0192892, -0.0101, -0.275623
11.3119, 0.03, 0.0357396, -0.0614745, 0.0706099, 0.0154056, -0.0101, -0.248375
11.339, 0.034, 0.0321463, -0.0819235, 0.072333, 0.0166212, -0.0107964, -0.261527
11.3724, 0.011, 0.0303052, -0.0840736, 0.0715987, 0.0158948, -0.0107964, -0.258859
11.4005, 0.052, 0.0219845, -0.134813, 0.0764445, 0.0194806, -0.0107964, -0.294124
11.4133, 0.053, 0.0305282, -0.0674136, 0.0687325, 0.0135303, -0.0107964, -0.241746
11.441, 0.051, 0.041293, 0.014131, 0.0598162, 0.00673863, -0.00958254, -0.18028
11.4602, 0.051, 0.0440768, 0.0334903, 0.0579596, 0.00536772, -0.00958254, -0.16688
11.502, 0.064, 0.0466957, 0.0507128, 0.0564273, 0.00426208, -0.00958254, -0.1555
11.5226, 0.05, 0.0658591, 0.175578, 0.044499, -0.00453627, -0.00958254, -0.069022
11.5505, 0.038, 0.0621601, 0.134423, 0.0503763, 0.000218933, -0.00973613, -0.106284
11.5742, 0.066, 0.0545519, 0.072067, 0.0577382, 0.00594536, -0.00973613, -0.155773
11.5904, 0.037, 0.0570762, 0.0866736, 0.0563748, 0.00494147, -0.00973613, -0.145742
11.6104, 0.061, 0.0509176, 0.0378644, 0.0618886, 0.00917915, -0.00973613, -0.183322
11.6312, 0.041, 0.0567282, 0.0723053, 0.0584686, 0.00660875, -0.00973613, -0.158708
11.651, 0.05, 0.0522405, 0.0357145, 0.0625779, 0.00975737, -0.0102054, -0.18673
11.669, 0.055, 0.0521447, 0.0321112, 0.0630077, 0.0100867, -0.0102054, -0.189528
11.6908, 0.072, 0.0543103, 0.0419628, 0.0620512, 0.00936713, -0.0102054, -0.182475
11.7108, 0.039, 0.0618494, 0.0884997, 0.0573274, 0.00581468, -0.0102054, -0.148812
11.7313, 0.042, 0.0549973, 0.0344885, 0.0633015, 0.0103898, -0.0102054, -0.189802
11.7519, 0.035, 0.0505942, 0.000141211, 0.0669074, 0.0131083, -0.0101527, -0.214944
11.7709, 0.044, 0.0449913, -0.0398283, 0.0709041, 0.0160821, -0.0101527, -0.243351
11.7907, 0.065, 0.04383, -0.0471183, 0.0712824, 0.0162789, -0.0101527, -0.246868
11.8109, 0.079, 0.0509222, 0.00223095, 0.0657532, 0.0120127, -0.0101527, -0.208872
11.8322, 0.04, 0.0620496, 0.0758887, 0.0580033, 0.00613433, -0.0101527, -0.154464
11.8555, 0.056, 0.053592, 0.0107147, 0.0651763, 0.0116234, -0.0102584, -0.203798
11.9034, 0.028, 0.0562513, 0.0230926, 0.0637287, 0.010482, -0.0102584, -0.193766
11.9315, 0.052, 0.0424632, -0.0744398, 0.073866, 0.0181282, -0.0102584, -0.26498
11.9425, 0.063, 0.0435623, -0.0652933, 0.0726295, 0.0171331, -0.00963358, -0.256967
11.9654, 0.04, 0.0506976, -0.0135788, 0.0667041, 0.0125269, -0.00963358, -0.216576
11.99, 0.042, 0.0474907, -0.0353918, 0.0688591, 0.0141209, -0.00963358, -0.231983
12.0082, 0.068, 0.0447482, -0.0526185, 0.0703843, 0.0152051, -0.00963358, -0.243342
12.0309, 0.045, 0.0566907, 0.0323816, 0.0610169, 0.00800513, -0.00963358, -0.178709
12.0412, 0.062, 0.0548035, 0.0183457, 0.0625556, 0.00917876, -0.00963358, -0.189316
12.0709, 0.032, 0.0594164, 0.0471281, 0.0596858, 0.00702311, -0.00913029, -0.168748
12.0821, 0.051, 0.0547319, 0.013612, 0.063288, 0.00975763, -0.00913029, -0.193772
12.102, 0.033, 0.0535401, 0.00397195, 0.0643399, 0.0105415, -0.00913029, -0.200992
12.139, 0.028, 0.0476333, -0.0367262, 0.0685567, 0.0137076, -0.00913029, -0.230667
12.1659, 0.049, 0.0317228, -0.141059, 0.0789098, 0.0213862, -0.0109059, -0.304717
12.1898, 0.061, 0.0381225, -0.0823807, 0.0713375, 0.0153971, -0.0109059, -0.255235
12.2064, 0.034, 0.0431301, -0.0441445, 0.0670509, 0.0121132, -0.0109059, -0.225917
12.2341, 0.07, 0.0366461, -0.0824363, 0.0707144, 0.0148508, -0.0109059, -0.252633
12.2555, 0.048, 0.0476281, -0.00158391, 0.0619094, 0.00814567, -0.0109059, -0.191786
12.2717, 0.084, 0.0477195, 0.000267462, 0.0617799, 0.00808302, -0.00983932, -0.190797
12.302, 0.041, 0.0679062, 0.1389, 0.047544, -0.00262191, -0.00983932, -0.0902718
12.3401, 0.05, 0.0637435, 0.106292, 0.0514328, 0.000419298, -0.00983932, -0.116389
12.361, 0.046, 0.0564562, 0.0425534, 0.0596697, 0.00697494, -0.00983932, -0.170306
12.3811, 0.036, 0.0533526, 0.0185504, 0.0623944, 0.00907476, -0.00994313, -0.188871
12.4019, 0.045, 0.0469068, -0.026741, 0.0671796, 0.0126999, -0.00994313, -0.222324
12.4211, 0.029, 0.0457075, -0.0335994, 0.0677157, 0.0130647, -0.00994313, -0.22653
12.441, 0.059, 0.0387769, -0.0786641, 0.0721798, 0.016387, -0.00994313, -0.258503
12.4759, 0.043, 0.044468, -0.0354602, 0.0672605, 0.0125828, -0.00994313, -0.224983
12.492, 0.073, 0.0424302, -0.0453274, 0.0679735, 0.0130567, -0.00927962, -0.230828
12.5109, 0.029, 0.0524995, 0.025983, 0.060363, 0.00725879, -0.00927962, -0.177791
12.5306, 0.065, 0.0463357, -0.0166561, 0.0649358, 0.0107325, -0.00927962, -0.209628
12.5509, 0.028, 0.0547976, 0.0424989, 0.0587288, 0.00602031, -0.00927962, -0.166113
12.589, 0.065, 0.0500852, 0.00939331, 0.0623123, 0.00874991, -0.0109059, -0.190976
12.6, 0.035, 0.0611012, 0.0834596, 0.0547376, 0.00309482, -0.0109059, -0.137401
12.6214, 0.042, 0.0520139, 0.0161611, 0.0622564, 0.00890051, -0.0109059, -0.18899
12.641, 0.068, 0.0486354, -0.00785099, 0.0648143, 0.0108606, -0.0109059, -0.206836
12.6657, 0.064, 0.0536808, 0.0265743, 0.0611892, 0.00812519, -0.0109059, -0.181443
12.6878, 0.045, 0.0591395, 0.0612707, 0.0577447, 0.00557738, -0.00903152, -0.15678
12.7008, 0.03, 0.0554373, 0.032409, 0.0610616, 0.00812773, -0.00903152, -0.179277
12.721, 0.052, 0.0450819, -0.0406627, 0.0688473, 0.0140195, -0.00903152, -0.233535
12.7411, 0.056, 0.0468832, -0.026379, 0.0671075, 0.0126309, -0.00903152, -0.221903
12.7665, 0.053, 0.048906, -0.0117617, 0.0654779, 0.0113632, -0.00903152, -0.210693
12.79, 0.043, 0.0508773, 0.00226031, 0.0639133, 0.0101294, -0.00958254, -0.19991
12.811, 0.045, 0.0470823, -0.0239515, 0.0666363, 0.0121738, -0.00958254, -0.219054
12.8309, 0.056, 0.0458195, -0.0311957, 0.0672394, 0.0125898, -0.00958254, -0.223668
12.8519, 0.045, 0.0491812, -0.00646293, 0.0644806, 0.0104603, -0.00958254, -0.204724
12.881, 0.034, 0.0467059, -0.0226463, 0.0661141, 0.0116739, -0.00958254, -0.216341
12.8921, 0.049, 0.0440262, -0.0400371, 0.0678564, 0.0129727, -0.0105793, -0.228772
12.9198, 0.036, 0.0451406, -0.0297364, 0.0665389, 0.0119409, -0.0105793, -0.220153
12.9411, 0.047, 0.0392532, -0.0664754, 0.0701078, 0.0146044, -0.0105793, -0.245956
12.9628, 0.044, 0.0408353, -0.0510869, 0.0681466, 0.0130639, -0.0105793, -0.233126
